,Year,Match_ID,Phase,Phase_num,Group,Round,Round_selector,Home,Away,Result,Points_Home,Points_Away,Advances,n_Goals_Home,n_Goals_Away,Goals_Home,Goals_Away,n_Pens_Home,n_Pens_Away,Pens_Home,Pens_Away,Time,Date,Venue,City,Attendance,Referee,Possession_Home,Possession_Away,PassAcc_Home,PassAcc_Away,n_Passes_Attempt_Home,n_Passes_Attempt_Away,n_Passes_Compl_Home,n_Passes_Compl_Away,Distance_Home,Distance_Away,OnTarget_Home,OnTarget_Away,OffTarget_Home,OffTarget_Away,ShotsBlocked_Home,ShotsBlocked_Away,Corners_Home,Corners_Away,Offsides_Home,Offsides_Away,Blocks_Home,Blocks_Away,BallsRec_Home,BallsRec_Away,Tackles_Home,Tackles_Away,Fouls_Home,Fouls_Away,Yellow_Home,Yellow_Away,Red_Home,Red_Away,Result_bare,youtube_url,deadline,completed,match_time,kick_off_cest,,,,,,
85,2016,2016_Group_F_2_Portugal_Austria,Group,1,F,2,Group match 2,Portugal,Austria,0–0,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,21:00,18/06/2016,Parc des Princes,Paris,"Attendance: 44,291[16]",Referee: Nicola Rizzoli (Italy),59,41,86,81,512,335,442,273,108,109,6,1,10,2,7,0,10,0,5,2,0,7,53,49,4,14,15,16,2,4,0,0,0–0,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
86,2016,2016_Group_F_3_Iceland_Austria,Group,1,F,3,Group match 3,Iceland,Austria,2–1,3,0,NA,2,1,"Böðvarsson  18'
Traustason  90+4'",Schöpf  60',NA,NA,NA,NA,18:00,22/06/2016,Stade de France,Saint-Denis,"Attendance: 68,714[19]",Referee: Szymon Marciniak (Poland),37,63,73,88,272,630,199,556,110,106,3,6,5,9,1,8,3,7,2,2,8,1,54,43,5,4,10,10,4,1,0,0,2–1,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
87,2016,2016_Group_F_3_Hungary_Portugal,Group,1,F,3,Group match 3,Hungary,Portugal,3–3,1,1,NA,3,3,"Gera  19'
Dzsudzsák  47', 55'","Nani  42'
Ronaldo  50', 62'",NA,NA,NA,NA,18:00,22/06/2016,Parc Olympique Lyonnais,Décines-Charpieu,"Attendance: 55,514[22]",Referee: Martin Atkinson (England),42,58,83,90,308,517,255,463,105,100,5,6,3,11,2,2,3,9,2,4,2,2,29,31,10,4,15,8,4,0,0,0,3–3,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
88,2016,2016_Round of 16_A_Switzerland_Poland,Round of 16,2,A,NA,Round of 16,Switzerland,Poland,1–1 (a.e.t.),1,1,Poland,1,1,Shaqiri  82',Blaszczykowski  39',4,5,"
Lichtsteiner 
Xhaka 
Shaqiri 
Schär 
Rodríguez ","
Lewandowski
Milik
Glik
Blaszczykowski
Krychowiak",15:00,25/06/2016,Stade Geoffroy-Guichard,Saint-Étienne,"Attendance: 38,842[4]",Referee: Mark Clattenburg (England),55,45,90,85,587,476,527,406,140,137,7,5,10,12,12,4,13,5,2,2,4,12,46,51,7,11,16,14,2,2,0,0,1–1,NA,26/06/2021,,,#N/A,,,,,,
89,2016,2016_Round of 16_B_Croatia_Portugal,Round of 16,2,B,NA,Round of 16,Croatia,Portugal,0–1 (a.e.t.),0,3,Portugal,0,1,NA,Quaresma  117',NA,NA,NA,NA,21:00,25/06/2016,Stade Bollaert-Delelis,Lens,"Attendance: 33,523[11]",Referee: Carlos Velasco Carballo (Spain),59,41,87,81,676,460,590,374,143,148,0,2,14,3,3,0,6,2,0,1,0,3,60,66,10,3,12,28,0,1,0,0,0–1,NA,26/06/2021,,,#N/A,,,,,,
90,2016,2016_Round of 16_C_Wales_Northern Ireland,Round of 16,2,C,NA,Round of 16,Wales,Northern Ireland,1–0,3,0,Wales,1,0,McAuley  75' (o.g.),NA,NA,NA,NA,NA,18:00,25/06/2016,Parc des Princes,Paris,"Attendance: 44,342[8]",Referee: Martin Atkinson (England),55,45,80,78,386,285,308,223,100,104,1,3,3,1,3,2,0,6,2,1,2,3,42,44,4,3,8,19,2,2,0,0,1–0,NA,26/06/2021,,,#N/A,,,,,,
91,2016,2016_Round of 16_D_Hungary_Belgium,Round of 16,2,D,NA,Round of 16,Hungary,Belgium,0–4,0,3,Belgium,0,4,NA,"Alderweireld  10'
Batshuayi  78'
Hazard  80'
Carrasco  90+1'",NA,NA,NA,NA,21:00,26/06/2016,Stadium Municipal,Toulouse,"Attendance: 28,921[20]",Referee: Milorad Mažic (Serbia),55,45,90,87,475,395,429,342,107,105,6,14,7,8,3,3,6,8,0,3,3,3,34,42,7,5,12,10,4,3,0,0,0–4,NA,26/06/2021,,,#N/A,,,,,,
92,2016,2016_Round of 16_E_Germany_Slovakia,Round of 16,2,E,NA,Round of 16,Germany,Slovakia,3–0,3,0,Germany,3,0,"Boateng  8'
Gómez  43'
Draxler  63'",NA,NA,NA,NA,NA,18:00,26/06/2016,Stade Pierre-Mauroy,Villeneuve-d'Ascq,"Attendance: 44,312[17]",Referee: Szymon Marciniak (Poland),59,41,89,85,601,397,536,337,112,109,7,2,7,5,5,0,8,1,1,3,0,5,49,43,7,4,14,12,2,2,0,0,3–0,NA,26/06/2021,,,#N/A,,,,,,
93,2016,2016_Round of 16_F_Italy_Spain,Round of 16,2,F,NA,Round of 16,Italy,Spain,2–0,3,0,Italy,2,0,"Chiellini  33'
Pellè  90+1'",NA,NA,NA,NA,NA,18:00,27/06/2016,Stade de France,Saint-Denis,"Attendance: 76,165[23]",Referee: Cüneyt Çakir (Turkey),41,59,81,86,387,539,314,464,118,110,7,5,2,6,2,2,5,9,0,2,2,2,50,42,7,7,19,13,3,4,0,0,2–0,NA,26/06/2021,,,#N/A,,,,,,
94,2016,2016_Round of 16_G_France_Republic of Ireland,Round of 16,2,G,NA,Round of 16,France,Republic of Ireland,2–1,3,0,France,2,1,"Griezmann  58', 61'",Brady  2' (pen.),NA,NA,NA,NA,15:00,26/06/2016,Parc Olympique Lyonnais,Décines-Charpieu,"Attendance: 56,279[14]",Referee: Nicola Rizzoli (Italy),60,40,90,76,494,226,447,171,107,105,10,2,8,2,6,2,9,1,0,0,2,6,31,41,9,8,8,12,2,3,0,1,2–1,NA,26/06/2021,,,#N/A,,,,,,
95,2016,2016_Round of 16_H_England_Iceland,Round of 16,2,H,NA,Round of 16,England,Iceland,1–2,0,3,Iceland,1,2,Rooney  4' (pen.),"R. Sigurðsson  6'
Sigþórsson  18'",NA,NA,NA,NA,21:00,27/06/2016,Stade de Nice,Nice,"Attendance: 33,901[31]",Referee: Damir Skomina (Slovenia),63,37,86,71,525,243,451,173,105,109,5,5,10,3,3,0,7,2,2,1,0,3,40,49,2,6,6,15,1,2,0,0,1–2,NA,26/06/2021,,,#N/A,,,,,,
96,2016,2016_Quarterfinal_A_Poland_Portugal,Quarterfinal,3,A,NA,Quarterfinal,Poland,Portugal,1–1 (a.e.t.),1,1,Portugal,1,1,Lewandowski  2',Sanches  33',3,5,"
Lewandowski 
Milik 
Glik 
Blaszczykowski ","
Ronaldo
Sanches
Moutinho
Nani
Quaresma",21:00,30/06/2016,Stade Vélodrome,Marseille,"Attendance: 62,940[34]",Referee: Felix Brych (Germany),54,46,86,87,650,558,558,484,140,141,5,6,5,5,4,10,2,7,3,3,10,4,49,51,7,9,16,11,3,2,0,0,1–1,NA,02/07/2021,,,#N/A,,,,,,
97,2016,2016_Quarterfinal_B_Wales_Belgium,Quarterfinal,3,B,NA,Quarterfinal,Wales,Belgium,3–1,3,0,Wales,3,1,"A. Williams  31'
Robson-Kanu  55'
Vokes  86'",Nainggolan  13',NA,NA,NA,NA,21:00,01/07/2016,Stade Pierre-Mauroy,Villeneuve-d'Ascq,"Attendance: 45,936[37]",Referee: Damir Skomina (Slovenia),48,52,88,88,422,494,371,437,110,105,7,4,5,7,3,3,7,8,1,1,3,3,42,42,11,11,12,8,4,2,0,0,3–1,NA,02/07/2021,,,#N/A,,,,,,
98,2016,2016_Quarterfinal_C_Germany_Italy,Quarterfinal,3,C,NA,Quarterfinal,Germany,Italy,1–1 (a.e.t.),1,1,Germany,1,1,Özil  65',Bonucci  78' (pen.),6,5,"
Kroos 
Müller 
Özil 
Draxler 
Schweinsteiger 
Hummels 
Kimmich 
Boateng 
Hector ","
Insigne
Zaza
Barzagli
Pellè
Bonucci
Giaccherini
Parolo
De Sciglio
Darmian",21:00,02/07/2016,Nouveau Stade de Bordeaux,Bordeaux,"Attendance: 38,764[40]",Referee: Viktor Kassai (Hungary),59,41,90,84,815,511,734,431,146,153,3,3,7,4,3,5,7,5,0,2,5,3,64,58,11,11,15,13,2,5,0,0,1–1,NA,02/07/2021,,,#N/A,,,,,,
99,2016,2016_Quarterfinal_D_France_Iceland,Quarterfinal,3,D,NA,Quarterfinal,France,Iceland,5–2,3,0,France,5,2,"Giroud  12', 59'
Pogba  20'
Payet  43'
Griezmann  45'","Sigþórsson  56'
B. Bjarnason  84'",NA,NA,NA,NA,21:00,03/07/2016,Stade de France,Saint-Denis,"Attendance: 76,833[43]",Referee: Björn Kuipers (Netherlands),59,41,91,88,651,388,593,341,106,109,8,5,4,6,3,0,4,4,1,0,0,3,40,37,12,12,8,11,1,1,0,0,5–2,NA,02/07/2021,,,#N/A,,,,,,
100,2016,2016_Semifinal_A_Portugal_Wales,Semifinal,4,A,NA,Semifinal,Portugal,Wales,2–0,3,0,Portugal,2,0,"Ronaldo  50'
Nani  53'",NA,NA,NA,NA,NA,21:00,06/07/2016,Parc Olympique Lyonnais,Décines-Charpieu,"Attendance: 55,679[46]",Referee: Jonas Eriksson (Sweden),46,54,83,89,406,517,335,458,106,103,6,3,8,3,3,3,6,2,0,0,3,3,31,34,8,11,10,12,2,3,0,0,2–0,NA,06/07/2021,,,#N/A,,,,,,
101,2016,2016_Semifinal_B_Germany_France,Semifinal,4,B,NA,Semifinal,Germany,France,0–2,0,3,France,0,2,NA,"Griezmann  45+2' (pen.), 72'",NA,NA,NA,NA,21:00,07/07/2016,Stade Vélodrome,Marseille,"Attendance: 64,078[49]",Referee: Nicola Rizzoli (Italy),65,35,90,84,637,299,575,250,113,109,6,7,6,4,5,5,6,5,4,0,5,5,47,44,10,9,8,12,4,2,0,0,0–2,NA,06/07/2021,,,#N/A,,,,,,
102,2016,2016_Final_A_Portugal_France,Final,5,A,NA,Final,Portugal,France,1–0 (a.e.t.),3,0,Portugal,1,0,Eder  109',NA,NA,NA,NA,NA,21:00,10/07/2016,Stade de France,Saint-Denis,"Attendance: 75,868[52]",Referee: Mark Clattenburg (England),47,53,86,91,575,710,496,644,144,138,3,7,5,7,1,4,5,9,1,2,4,1,50,49,13,13,12,13,6,4,0,0,1–0,NA,11/07/2021,,,#N/A,,,,,,
103,2012,2012_Group_A_1_Poland_Greece,Group,1,A,1,Group match 1,Poland,Greece,1–1,1,1,NA,1,1,Lewandowski  17',Salpingidis  51',NA,NA,NA,NA,18:00,08/06/2012,National Stadium,Warsaw,"Attendance: 56,070[2]",Referee: Carlos Velasco Carballo (Spain),53,47,NA,NA,530,457,376,302,103,96,4,3,9,5,NA,NA,4,3,0,3,NA,NA,NA,NA,NA,NA,22,16,0,4,1,1,1–1,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
104,2012,2012_Group_A_1_Russia_Czech Republic,Group,1,A,1,Group match 1,Russia,Czech Republic,4–1,3,0,NA,4,1,"Dzagoev  15', 79'
Shirokov  24'
Pavlyuchenko  82'",Pilar  52',NA,NA,NA,NA,20:45,08/06/2012,Stadion Miejski,Wroclaw,"Attendance: 40,803[5]",Referee: Howard Webb (England),49,51,NA,NA,586,629,419,455,113,119,7,10,10,6,NA,NA,3,5,2,4,NA,NA,NA,NA,NA,NA,13,15,NA,NA,NA,NA,4–1,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
105,2012,2012_Group_A_2_Greece_Czech Republic,Group,1,A,2,Group match 2,Greece,Czech Republic,1–2,0,3,NA,1,2,Gekas  53',"Jirácek  3'
Pilar  6'",NA,NA,NA,NA,18:00,12/06/2012,Stadion Miejski,Wroclaw,"Attendance: 41,105[8]",Referee: Stéphane Lannoy (France),54,46,NA,NA,528,477,375,317,110,113,5,3,2,5,NA,NA,1,4,6,0,NA,NA,NA,NA,NA,NA,14,26,3,3,NA,NA,1–2,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
106,2012,2012_Group_A_2_Poland_Russia,Group,1,A,2,Group match 2,Poland,Russia,1–1,1,1,NA,1,1,Blaszczykowski  57',Dzagoev  37',NA,NA,NA,NA,20:45,12/06/2012,National Stadium,Warsaw,"Attendance: 55,920[11]",Referee: Wolfgang Stark (Germany),43,57,NA,NA,486,712,323,549,114,111,9,3,6,4,NA,NA,4,6,2,2,NA,NA,NA,NA,NA,NA,12,13,2,2,NA,NA,1–1,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
107,2012,2012_Group_A_3_Czech Republic_Poland,Group,1,A,3,Group match 3,Czech Republic,Poland,1–0,3,0,NA,1,0,Jirácek  72',NA,NA,NA,NA,NA,20:45,16/06/2012,Stadion Miejski,Wroclaw,"Attendance: 41,480[14]",Referee: Craig Thomson (Scotland),58,42,NA,NA,557,414,426,270,112,111,7,7,4,9,NA,NA,6,6,3,1,NA,NA,NA,NA,NA,NA,20,22,3,5,NA,NA,1–0,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
108,2012,2012_Group_A_3_Greece_Russia,Group,1,A,3,Group match 3,Greece,Russia,1–0,3,0,NA,1,0,Karagounis  45+2',NA,NA,NA,NA,NA,20:45,16/06/2012,National Stadium,Warsaw,"Attendance: 55,614[17]",Referee: Jonas Eriksson (Sweden),38,62,NA,NA,374,706,196,553,101,106,2,10,3,15,NA,NA,5,12,1,0,NA,NA,NA,NA,NA,NA,8,14,2,4,NA,NA,1–0,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
109,2012,2012_Group_B_1_Netherlands_Denmark,Group,1,B,1,Group match 1,Netherlands,Denmark,0–1,0,3,NA,0,1,NA,Krohn-Dehli  24',NA,NA,NA,NA,19:00,09/06/2012,Metalist Stadium,Kharkiv,"Attendance: 35,923[14]",Referee: Damir Skomina (Slovenia),53,47,NA,NA,654,526,496,377,109,113,8,8,20,0,NA,NA,11,4,1,2,NA,NA,NA,NA,NA,NA,8,12,1,2,NA,NA,0–1,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
110,2012,2012_Group_B_1_Germany_Portugal,Group,1,B,1,Group match 1,Germany,Portugal,1–0,3,0,NA,1,0,Gómez  72',NA,NA,NA,NA,NA,21:45,09/06/2012,Arena Lviv,Lviv,"Attendance: 32,990[17]",Referee: Stéphane Lannoy (France),56,44,NA,NA,600,495,421,333,112,113,4,7,8,4,NA,NA,2,11,1,1,NA,NA,NA,NA,NA,NA,14,19,2,2,NA,NA,1–0,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
111,2012,2012_Group_B_2_Denmark_Portugal,Group,1,B,2,Group match 2,Denmark,Portugal,2–3,0,3,NA,2,3,"Bendtner  41', 80'","Pepe  24'
Postiga  36'
Varela  87'",NA,NA,NA,NA,19:00,13/06/2012,Arena Lviv,Lviv,"Attendance: 31,840[20]",Referee: Craig Thomson (Scotland),58,42,NA,NA,613,413,466,256,113,114,6,12,3,5,NA,NA,7,6,2,0,NA,NA,NA,NA,NA,NA,18,17,2,2,NA,NA,2–3,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
112,2012,2012_Group_B_2_Netherlands_Germany,Group,1,B,2,Group match 2,Netherlands,Germany,1–2,0,3,NA,1,2,Van Persie  73',"Gómez  24', 38'",NA,NA,NA,NA,21:45,13/06/2012,Metalist Stadium,Kharkiv,"Attendance: 37,750[23]",Referee: Jonas Eriksson (Sweden),52,48,NA,NA,676,538,515,386,109,111,6,9,7,3,NA,NA,6,5,1,4,NA,NA,NA,NA,NA,NA,11,7,2,1,NA,NA,1–2,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
113,2012,2012_Group_B_3_Portugal_Netherlands,Group,1,B,3,Group match 3,Portugal,Netherlands,2–1,3,0,NA,2,1,"Ronaldo  28', 74'",Van der Vaart  11',NA,NA,NA,NA,21:45,17/06/2012,Metalist Stadium,Kharkiv,"Attendance: 37,445[26]",Referee: Nicola Rizzoli (Italy),42,58,NA,NA,428,673,286,516,113,111,9,5,13,8,NA,NA,7,5,4,1,NA,NA,NA,NA,NA,NA,17,12,1,2,NA,NA,2–1,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
114,2012,2012_Group_B_3_Denmark_Germany,Group,1,B,3,Group match 3,Denmark,Germany,1–2,0,3,NA,1,2,Krohn-Dehli  24',"Podolski  19'
Bender  80'",NA,NA,NA,NA,21:45,17/06/2012,Arena Lviv,Lviv,"Attendance: 32,990[29]",Referee: Carlos Velasco Carballo (Spain),43,57,NA,NA,561,743,404,584,113,112,6,6,4,6,NA,NA,5,3,4,2,NA,NA,NA,NA,NA,NA,8,6,NA,NA,NA,NA,1–2,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
115,2012,2012_Group_C_1_Spain_Italy,Group,1,C,1,Group match 1,Spain,Italy,1–1,1,1,NA,1,1,Fàbregas  64',Di Natale  61',NA,NA,NA,NA,18:00,10/06/2012,PGE Arena,Gdansk,"Attendance: 38,869[5]",Referee: Viktor Kassai (Hungary),60,40,NA,NA,834,517,672,341,111,117,9,6,9,4,NA,NA,7,2,2,3,NA,NA,NA,NA,NA,NA,12,19,3,4,NA,NA,1–1,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
116,2012,2012_Group_C_1_Republic of Ireland_Croatia,Group,1,C,1,Group match 1,Republic of Ireland,Croatia,1–3,0,3,NA,1,3,St Ledger  19',"Mandžukic  3', 49'
Jelavic  43'",NA,NA,NA,NA,20:45,10/06/2012,Stadion Miejski,Poznan,"Attendance: 39,550[8]",Referee: Björn Kuipers (Netherlands),45,55,NA,NA,501,583,305,394,111,114,5,9,8,6,NA,NA,1,7,2,1,NA,NA,NA,NA,NA,NA,12,18,1,2,NA,NA,1–3,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
117,2012,2012_Group_C_2_Italy_Croatia,Group,1,C,2,Group match 2,Italy,Croatia,1–1,1,1,NA,1,1,Pirlo  39',Mandžukic  72',NA,NA,NA,NA,18:00,14/06/2012,Stadion Miejski,Poznan,"Attendance: 37,096[11]",Referee: Howard Webb (England),52,48,NA,NA,578,526,410,353,116,112,7,8,8,2,NA,NA,6,3,3,1,NA,NA,NA,NA,NA,NA,15,22,2,1,NA,NA,1–1,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
118,2012,2012_Group_C_2_Spain_Republic of Ireland,Group,1,C,2,Group match 2,Spain,Republic of Ireland,4–0,3,0,NA,4,0,"Torres  4', 70'
Silva  49'
Fàbregas  83'",NA,NA,NA,NA,NA,20:45,14/06/2012,PGE Arena,Gdansk,"Attendance: 39,150[14]",Referee: Pedro Proença (Portugal),66,34,NA,NA,929,397,779,224,111,114,20,4,6,2,NA,NA,8,2,6,1,NA,NA,NA,NA,NA,NA,9,16,2,3,NA,NA,4–0,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
119,2012,2012_Group_C_3_Croatia_Spain,Group,1,C,3,Group match 3,Croatia,Spain,0–1,0,3,NA,0,1,NA,Navas  88',NA,NA,NA,NA,20:45,18/06/2012,PGE Arena,Gdansk,"Attendance: 39,076[17]",Referee: Wolfgang Stark (Germany),36,64,NA,NA,381,774,231,639,112,110,3,10,2,4,NA,NA,4,11,0,1,NA,NA,NA,NA,NA,NA,21,16,6,0,NA,NA,0–1,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
120,2012,2012_Group_C_3_Italy_Republic of Ireland,Group,1,C,3,Group match 3,Italy,Republic of Ireland,2–0,3,0,NA,2,0,"Cassano  35'
Balotelli  90'",NA,NA,NA,NA,NA,20:45,18/06/2012,Stadion Miejski,Poznan,"Attendance: 38,794[20]",Referee: Cüneyt Çakir (Turkey),60,40,NA,NA,626,351,489,196,109,106,17,2,10,4,NA,NA,12,5,3,7,NA,NA,NA,NA,NA,NA,15,23,3,4,0,1,2–0,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
121,2012,2012_Group_D_1_France_England,Group,1,D,1,Group match 1,France,England,1–1,1,1,NA,1,1,Nasri  39',Lescott  30',NA,NA,NA,NA,19:00,11/06/2012,Donbass Arena,Donetsk,"Attendance: 47,400[9]",Referee: Nicola Rizzoli (Italy),60,40,NA,NA,776,455,634,307,104,105,15,1,4,2,NA,NA,11,4,0,5,NA,NA,NA,NA,NA,NA,9,7,0,2,NA,NA,1–1,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
122,2012,2012_Group_D_1_Ukraine_Sweden,Group,1,D,1,Group match 1,Ukraine,Sweden,2–1,3,0,NA,2,1,"Shevchenko  55', 62'",Ibrahimovic  52',NA,NA,NA,NA,21:45,11/06/2012,Olympic Stadium,Kyiv,"Attendance: 64,290[12]",Referee: Cüneyt Çakir (Turkey),53,47,NA,NA,536,500,373,335,112,112,5,6,8,6,NA,NA,3,2,2,1,NA,NA,NA,NA,NA,NA,12,20,0,2,NA,NA,2–1,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
123,2012,2012_Group_D_2_Ukraine_France,Group,1,D,2,Group match 2,Ukraine,France,0–2,0,3,NA,0,2,NA,"Ménez  53'
Cabaye  56'",NA,NA,NA,NA,19:00,15/06/2012,Donbass Arena,Donetsk,"Attendance: 48,000[17]",Referee: Björn Kuipers (Netherlands),48,52,NA,NA,530,614,362,467,112,114,2,11,7,5,NA,NA,5,6,2,3,NA,NA,NA,NA,NA,NA,7,16,2,3,NA,NA,0–2,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
124,2012,2012_Group_D_2_Sweden_England,Group,1,D,2,Group match 2,Sweden,England,2–3,0,3,NA,2,3,"Johnson  49' (o.g.)
Mellberg  59'","Carroll  23'
Walcott  64'
Welbeck  78'",NA,NA,NA,NA,22:00[note 1],15/06/2012,Olympic Stadium,Kyiv,"Attendance: 64,640[20]",Referee: Damir Skomina (Slovenia),48,52,NA,NA,606,616,433,437,114,112,8,9,4,6,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,14,10,3,1,NA,NA,2–3,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
125,2012,2012_Group_D_3_England_Ukraine,Group,1,D,3,Group match 3,England,Ukraine,1–0,3,0,NA,1,0,Rooney  48',NA,NA,NA,NA,NA,21:45,19/06/2012,Donbass Arena,Donetsk,"Attendance: 48,700[23]",Referee: Viktor Kassai (Hungary),42,58,NA,NA,446,590,301,437,113,110,5,5,4,11,NA,NA,6,10,NA,NA,NA,NA,NA,NA,NA,NA,13,12,2,3,NA,NA,1–0,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
126,2012,2012_Group_D_3_Sweden_France,Group,1,D,3,Group match 3,Sweden,France,2–0,3,0,NA,2,0,"Ibrahimovic  54'
Larsson  90+1'",NA,NA,NA,NA,NA,21:45,19/06/2012,Olympic Stadium,Kyiv,"Attendance: 63,010[26]",Referee: Pedro Proença (Portugal),43,57,NA,NA,501,619,354,490,114,108,7,10,5,14,NA,NA,2,8,6,1,NA,NA,NA,NA,NA,NA,17,14,2,1,NA,NA,2–0,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
